original_caption,new_caption,contentUrl
"Flying above patterns and details of white glacier with black volcanic ash on a frozen iceberg on a sunny day in vatnajokull national park, southern iceland","Aerial footage of a white glacier with black volcanic ash on a frozen iceberg in Vatnajokull National Park, Southern Iceland.",https://ak.picdn.net/shutterstock/videos/1038655874/preview/stock-footage-flying-above-patterns-and-details-of-white-glacier-with-black-volcanic-ash-on-a-frozen-iceberg-on-a.mp4
"Happy mother, father and two daughters eating bread with butter and drinking coffee or milk for breakfast","A happy family of four enjoying breakfast together, eating bread with butter and drinking coffee or milk.",https://ak.picdn.net/shutterstock/videos/1037529329/preview/stock-footage-happy-mother-father-and-two-daughters-eating-bread-with-butter-and-drinking-coffee-or-milk-for.mp4
A close-up bee pollinates a white anemone growing in the forest. wild forest flowers in sunny spring day,"On a sunny spring day in the forest, a bee pollinates a white anemone among other wild flowers.",https://ak.picdn.net/shutterstock/videos/1050390145/preview/stock-footage-a-close-up-bee-pollinates-a-white-anemone-growing-in-the-forest-wild-forest-flowers-in-sunny.mp4
Smiling curly woman wearing trendy sunglasses walks down the central city street and uses her phone. pretty summer woman in white jacket walks down the street looking at her mobile phone,"A woman wearing trendy sunglasses walks down the central city street, smiling and using her phone. She is dressed in a pretty summer outfit and a white jacket.",https://ak.picdn.net/shutterstock/videos/1043845948/preview/stock-footage-smiling-curly-woman-wearing-trendy-sunglasses-walks-down-the-central-city-street-and-uses-her-phone.mp4
Taiwanese food choices,There are various food choices available in Taiwan.,https://ak.picdn.net/shutterstock/videos/34339072/preview/stock-footage-taiwanese-food-choices.mp4
"A delicious creative foodie gourmet ganache chocolate, lychee and cherries flan syrup. meal is being given the finishing touches by the chef cook presentation in a restaurant or hotel kitchen cuisine.","The chef is putting the finishing touches on a delicious gourmet ganache chocolate, lychee, and cherries flan syrup in a restaurant or hotel kitchen.",https://ak.picdn.net/shutterstock/videos/29946334/preview/stock-footage-a-delicious-creative-foodie-gourmet-ganache-chocolate-lychee-and-cherries-flan-syrup-meal-is.mp4
Mount rainier sound from boat 2,The view of Mount Rainier from a boat.,https://ak.picdn.net/shutterstock/videos/18445696/preview/stock-footage-mount-rainier-sound-from-boat.mp4
Coffee drip process,The process of coffee dripping.,https://ak.picdn.net/shutterstock/videos/25215275/preview/stock-footage-coffee-drip-process.mp4
Retro joystick with magnifying glass isolated on white background,A retro joystick with a magnifying glass is isolated on a white background.,https://ak.picdn.net/shutterstock/videos/24190678/preview/stock-footage-retro-joystick-with-magnifying-glass-isolated-on-white-background.mp4
"Beautiful portrait young asian woman lying happy earphone listening music with relax and enjoy in the bedroom, girl fun headphone with playing song smart mobile phone, lifestyle concept.","A young Asian woman lies in bed, happily listening to music with her earphones and enjoying herself. She is using her smartphone to play songs, representing a lifestyle concept.",https://ak.picdn.net/shutterstock/videos/1040080943/preview/stock-footage-beautiful-portrait-young-asian-woman-lying-happy-earphone-listening-music-with-relax-and-enjoy-in.mp4
Colorful kaleidoscopic vj loops,Vibrant and colorful VJ loops.,https://ak.picdn.net/shutterstock/videos/1013414591/preview/stock-footage-colorful-kaleidoscopic-vj-loops.mp4
"Man embracing woman when they standing at rooftop and looking at night city. romantic moments of loving couple. tel aviv, israel","A man embraces a woman as they stand on a rooftop, looking at the city lights at night in Tel Aviv, Israel.",https://ak.picdn.net/shutterstock/videos/32011672/preview/stock-footage-man-embracing-woman-when-they-standing-at-rooftop-and-looking-at-night-city-romantic-moments-of.mp4
"Flying over the woods and lakes of northern italy. landscape of the hills around lake orta (piedmont, italy).","Flying over the woods and lakes of northern Italy, showcasing the landscape of the hills around Lake Orta in Piedmont, Italy.",https://ak.picdn.net/shutterstock/videos/1028680466/preview/stock-footage-flying-over-the-woods-and-lakes-of-northern-italy-landscape-of-the-hills-around-lake-orta.mp4
Extreme wide aerial of two incomplete ships on a coast in vietnam,Two incomplete ships are seen on the coast of Vietnam from an extreme wide aerial perspective.,https://ak.picdn.net/shutterstock/videos/1028448515/preview/stock-footage-extreme-wide-aerial-of-two-incomplete-ships-on-a-coast-in-vietnam.mp4
Appraiser animated word cloud.,"The word ""Appraiser"" is animated in a word cloud.",https://ak.picdn.net/shutterstock/videos/22915558/preview/stock-footage-appraiser-animated-word-cloud.mp4
"Tropical pristine view with top of coconut palm tree on blue sky background, maldives travel destination
","A beautiful view of a pristine tropical location with a coconut palm tree against a blue sky background, a popular travel destination in the Maldives.",https://ak.picdn.net/shutterstock/videos/27470902/preview/stock-footage-tropical-pristine-view-with-top-of-coconut-palm-tree-on-blue-sky-background-maldives-travel.mp4
Two fencers in white as an angel and in black as a demon symbolizing good and evil are fighting the victory of good in an old loft room. the concept of the struggle between good and bad. slow motion,"In a slow motion fight, two fencers dressed as an angel and a demon symbolize the struggle between good and evil in an old loft room.",https://ak.picdn.net/shutterstock/videos/1039099781/preview/stock-footage-two-fencers-in-white-as-an-angel-and-in-black-as-a-demon-symbolizing-good-and-evil-are-fighting-the.mp4
"View of diano castello, imperia, liguria, italy, europe","A view of Diano Castello in Imperia, Liguria, Italy, Europe.",https://ak.picdn.net/shutterstock/videos/1014544067/preview/stock-footage-view-of-diano-castello-imperia-liguria-italy-europe.mp4
Young woman in sexy long dressing gown slowly moves with plate in hand and eats cottage cheese on kitchen,A young woman in a sexy long dressing gown slowly moves with a plate in hand and eats cottage cheese in the kitchen.,https://ak.picdn.net/shutterstock/videos/1008229528/preview/stock-footage-young-woman-in-sexy-long-dressing-gown-slowly-moves-with-plate-in-hand-and-eats-cottage-cheese-on.mp4
Motion kaleidoscopic background with looped ornamental animation.,An ornamental animation creates a kaleidoscopic background with looping motion.,https://ak.picdn.net/shutterstock/videos/1063259872/preview/stock-footage-motion-kaleidoscopic-background-with-looped-ornamental-animation.mp4
Happy lovely elderly couple standing in kitchen while making selfie on smartphone,An elderly couple happily takes a selfie in the kitchen using a smartphone.,https://ak.picdn.net/shutterstock/videos/1014532832/preview/stock-footage-happy-lovely-elderly-couple-standing-in-kitchen-while-making-selfie-on-smartphone.mp4
Overview of madrid. filmed in madrid in march 2016.,"An overview of Madrid, filmed in March 2016.",https://ak.picdn.net/shutterstock/videos/15512761/preview/stock-footage-overview-of-madrid-filmed-in-madrid-in-march.mp4
3d white sci-fi torus ai - arificial intelligence - vj loop background,A white sci-fi torus serves as a background for AI (artificial intelligence) visuals.,https://ak.picdn.net/shutterstock/videos/1012655093/preview/stock-footage--d-white-sci-fi-torus-ai-arificial-intelligence-vj-loop-background.mp4
"Top view of dense white cloud with blue sky in background in needles, california usa","A view from above of dense white clouds against a blue sky in Needles, California, USA.",https://ak.picdn.net/shutterstock/videos/17651350/preview/stock-footage-top-view-of-dense-white-cloud-with-blue-sky-in-background-in-needles-california-usa.mp4
Couple sitting romantic at beach sunset in love at honeymoon vacation travel,"A couple sits romantically on the beach at sunset, enjoying their honeymoon vacation.",https://ak.picdn.net/shutterstock/videos/1007123971/preview/stock-footage-couple-sitting-romantic-at-beach-sunset-in-love-at-honeymoon-vacation-travel.mp4
Top view of the lake in overcast day with some green pines on the shore,A view from above of a lake on an overcast day with green pine trees lining the shore.,https://ak.picdn.net/shutterstock/videos/1043068054/preview/stock-footage-top-view-of-the-lake-in-overcast-day-with-some-green-pines-on-the-shore.mp4
People using smart phone or having a call with a mobile phone,People using a smartphone or having a phone call.,https://ak.picdn.net/shutterstock/videos/14861404/preview/stock-footage-people-using-smart-phone-or-having-a-call-with-a-mobile-phone.mp4
Circa 1940s - a cartoon chameleon talks to an american air force pilots about the importance of camouflage,"In the 1940s, a cartoon chameleon discusses the significance of camouflage with American Air Force pilots.",https://ak.picdn.net/shutterstock/videos/1039259060/preview/stock-footage-circa-s-a-cartoon-chameleon-talks-to-an-american-air-force-pilots-about-the-importance-of.mp4
Slow motion union jack flag blowing in the wind - 4k footage,The Union Jack flag blows in the wind in slow motion.,https://ak.picdn.net/shutterstock/videos/1025973932/preview/stock-footage-slow-motion-union-jack-flag-blowing-in-the-wind-k-footage.mp4
Aerial flying above country road in beautiful nature at sunset time,The camera flies above a country road in beautiful nature during sunset.,https://ak.picdn.net/shutterstock/videos/29739547/preview/stock-footage-aerial-flying-above-country-road-in-beautiful-nature-at-sunset-time.mp4
"4k timelapse footage of the houses of parliament in budapest, hungary, at sunset","The houses of parliament in Budapest, Hungary, captured in a 4k timelapse at sunset.",https://ak.picdn.net/shutterstock/videos/16896490/preview/stock-footage--k-timelapse-footage-of-the-houses-of-parliament-in-budapest-hungary-at-sunset.mp4
Happy family time in the bosom of nature ,A happy family enjoying time in nature.,https://ak.picdn.net/shutterstock/videos/30814384/preview/stock-footage-happy-family-time-in-the-bosom-of-nature.mp4
Kittens love to play with toys and fun ( slow motion ),Kittens enjoy playing with toys and having fun in slow motion.,https://ak.picdn.net/shutterstock/videos/18781379/preview/stock-footage-kittens-love-to-play-with-toys-and-fun-slow-motion.mp4
Top view on black modern turntable with rotating lp record on wooden table,"A black modern turntable with a rotating LP record on a wooden table, viewed from the top.",https://ak.picdn.net/shutterstock/videos/1033954151/preview/stock-footage-top-view-on-black-modern-turntable-with-rotating-lp-record-on-wooden-table.mp4
Mature man wearing protective mask,A mature man is wearing a protective mask.,https://ak.picdn.net/shutterstock/videos/1050974911/preview/stock-footage-mature-man-wearing-protective-mask.mp4
"Chiang rai-thailand - circa - february 2017: drone shot international balloon festival singha park chiang rai on february ,2017 in chiang rai of thailand.","A drone captures footage of the International Balloon Festival at Singha Park in Chiang Rai, Thailand in February 2017.",https://ak.picdn.net/shutterstock/videos/27277084/preview/stock-footage-chiang-rai-thailand-circa-february-drone-shot-international-balloon-festival-singha-park.mp4
